STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
34,005,81440,00882099,0600000US3400581440,3400581440,Willingboro,44,20042238,1065888
34,025,41010,00885283,0600000US3402541010,3402541010,Loch Arbour,47,260579,103526
34,019,72510,00882190,0600000US3401972510,3401972510,Tewksbury,44,81676413,447557
34,005,82420,00882080,0600000US3400582420,3400582420,Woodland,44,244904573,4732986
34,009,17560,00882046,0600000US3400917560,3400917560,Dennis,44,157469842,9141278
34,003,30420,00885247,0600000US3400330420,3400330420,Hasbrouck Heights,21,3897546,10273
34,007,28740,00882156,0600000US3400728740,3400728740,Haddon,44,6961699,274335
34,001,15160,00885192,0600000US3400115160,3400115160,Corbin City,25,19853235,3302581
34,033,82720,00885452,0600000US3403382720,3403382720,Woodstown,21,4104266,104837
34,035,61980,00885365,0600000US3403561980,3403561980,Raritan,21,5162413,113593
34,039,70020,00882213,0600000US3403970020,3403970020,Springfield,44,13400991,48258
34,037,27420,00882264,0600000US3403727420,3403727420,Green,44,41396889,707380
34,005,08920,00885174,0600000US3400508920,3400508920,Burlington,25,7931926,1861014
34,031,13690,00885188,0600000US3403113690,3403113690,Clifton,25,29183132,333174
34,039,79040,00885436,0600000US3403979040,3403979040,Westfield,43,17401258,62226
34,001,29280,00882049,0600000US3400129280,3400129280,Hamilton,44,287828905,5022530
34,029,73125,00882074,0600000US3402973125,3402973125,Toms River,44,104865059,32100649
34,023,68550,00885399,0600000US3402368550,3402368550,South Amboy,25,4025407,2967433
34,007,10000,00885177,0600000US3400710000,3400710000,Camden,25,23106032,3677465
34,003,42750,00882312,0600000US3400342750,3400342750,Mahwah,44,66555716,1281519
34,025,04930,00885155,0600000US3402504930,3402504930,Belmar,21,2706781,1558837
34,015,78800,00882148,0600000US3401578800,3401578800,West Deptford,44,39915575,6355180
34,009,54360,00885332,0600000US3400954360,3400954360,Ocean City,25,16413023,11550532
34,001,68430,00885397,0600000US3400168430,3400168430,Somers Point,25,10437085,2923806
34,013,75815,01729716,0600000US3401375815,3401375815,Verona,44,7137693,54370
34,025,07750,00885170,0600000US3402507750,3402507750,Brielle,21,4550106,1600503
34,017,36510,00885266,0600000US3401736510,3401736510,Kearny,43,22743470,3658193
34,023,59280,00882161,0600000US3402359280,3402359280,Plainsboro,44,30522135,1091890
34,003,65340,00882308,0600000US3400365340,3400365340,Saddle Brook,44,6963854,70588
34,011,07600,00885169,0600000US3401107600,3401107600,Bridgeton,25,16003482,652999
34,005,82960,00885453,0600000US3400582960,3400582960,Wrightstown,21,4579125,0
34,013,26610,02390559,0600000US3401326610,3401326610,Glen Ridge,21,3319592,11548
34,039,66060,00882217,0600000US3403966060,3403966060,Scotch Plains,44,23358111,81430
34,003,63360,00885372,0600000US3400363360,3400363360,River Edge,21,4802374,106223
34,015,49680,00885314,0600000US3401549680,3401549680,National Park,21,2600961,1160717
34,033,58530,00882132,0600000US3403358530,3403358530,Pilesgrove,44,90243241,596353
34,029,04180,00885153,0600000US3402904180,3402904180,Beachwood,21,7375837,1469
34,041,24960,00882251,0600000US3404124960,3404124960,Franklin,44,62263762,225451
34,011,44580,00882063,0600000US3401144580,3401144580,Maurice River,44,241148139,6870301
34,015,19180,00882141,0600000US3401519180,3401519180,East Greenwich,44,37407071,1249353
34,015,82120,00885447,0600000US3401582120,3401582120,Woodbury,25,5203472,129742
34,009,71010,00885410,0600000US3400971010,3400971010,Stone Harbor,21,3619761,1461440
34,005,57510,00882089,0600000US3400557510,3400557510,Pemberton,44,158724283,3151023
34,035,77600,00885433,0600000US3403577600,3403577600,Watchung,21,15607362,71737
34,005,23850,00882107,0600000US3400523850,3400523850,Florence,44,25331261,1028775
34,005,72060,00882081,0600000US3400572060,3400572060,Tabernacle,44,127221022,1279668
34,039,61530,00885363,0600000US3403961530,3403961530,Rahway,25,10092298,341310
34,025,06970,00885167,0600000US3402506970,3402506970,Bradley Beach,21,1584906,54490
34,025,36480,00885265,0600000US3402536480,3402536480,Keansburg,21,2768816,40723337
34,025,62430,00885366,0600000US3402562430,3402562430,Red Bank,21,4503881,1096232
34,009,02320,00885146,0600000US3400902320,3400902320,Avalon,21,10753460,2006495
34,039,31980,00882211,0600000US3403931980,3403931980,Hillside,44,7120913,27762
34,007,28770,00885238,0600000US3400728770,3400728770,Haddonfield,21,7314536,120461
34,007,71220,00885411,0600000US3400771220,3400771220,Stratford,21,4010049,0
34,039,40350,00885278,0600000US3403940350,3403940350,Linden,25,27658409,1894916
34,021,33150,00885260,0600000US3402133150,3402133150,Hopewell,21,1819911,0
34,023,45690,00885298,0600000US3402345690,3402345690,Metuchen,21,7192516,6323
34,001,20350,00885204,0600000US3400120350,3400120350,Egg Harbor City,25,28314191,1310874
34,035,05560,00882174,0600000US3403505560,3403505560,Bernards,44,61977949,329754
34,019,00550,00882186,0600000US3401900550,3401900550,Alexandria,44,71025421,561673
34,019,61920,00882179,0600000US3401961920,3401961920,Raritan,44,97193940,421535
34,025,45990,00882604,0600000US3402545990,3402545990,Middletown,44,106137754,45985309
34,039,81650,00882215,0600000US3403981650,3403981650,Winfield,44,457913,416
34,003,72420,00885417,0600000US3400372420,3400372420,Tenafly,21,11916018,1510225
34,029,59790,00882078,0600000US3402959790,3402959790,Plumsted,44,102844944,1131309
34,017,66570,00885392,0600000US3401766570,3401766570,Secaucus,43,14924685,1998413
34,033,41640,00882065,0600000US3403341640,3403341640,Lower Alloways Creek,44,117145936,70512889
34,027,64080,00882209,0600000US3402764080,3402764080,Rockaway,44,107867808,10759956
34,029,37380,00882072,0600000US3402937380,3402937380,Lacey,44,215694520,39483256
34,029,59880,00885357,0600000US3402959880,3402959880,Point Pleasant,21,9035392,1754901
34,011,39450,00882060,0600000US3401139450,3401139450,Lawrence,44,95631412,3647576
34,003,06490,00885163,0600000US3400306490,3400306490,Bogota,21,1981148,124911
34,003,22560,00885215,0600000US3400322560,3400322560,Fairview,21,2182003,2824
34,003,47610,00885306,0600000US3400347610,3400347610,Montvale,21,10311303,23758
34,003,76490,00885430,0600000US3400376490,3400376490,Wallington,21,2547382,130733
34,027,29550,00882187,0600000US3402729550,3402729550,Hanover,44,27259541,522827
34,027,48090,00882193,0600000US3402748090,3402748090,Morris,44,40662703,349200
34,031,57000,00885343,0600000US3403157000,3403157000,Paterson,25,21828310,711903
34,013,43800,00882220,0600000US3401343800,3401343800,Maplewood,44,10042545,5604
34,037,29490,00882261,0600000US3403729490,3403729490,Hampton,44,63245564,2382318
34,023,47280,00882159,0600000US3402347280,3402347280,Monroe,44,108727224,656855
